"Selon le rapport du PNUD, quel facteur est un multiplicateur de risques pour les conflits de demain ?",Les changements climatiques.
"Dans la théorie du choix égoïste, comment les agents mettent-ils à jour leurs convictions ?",En fonction des nouvelles informations collectées.
Quel phénomène comportemental décrit la tendance à accorder plus d'importance aux pertes qu'aux gains équivalents ?,L'aversion pour la perte.
Pourquoi les interventions narratives (anecdotes) sont-elles recommandées pour corriger les perceptions erronées ?,Elles ont des effets plus importants et durables que les données pures.
Quel est l'impact de la polarisation politique sur l'aide publique au développement ?,Elle réduit le soutien national à cette aide.
"Dans le modèle ECP, quelle est la fonction du ruling obtenu auprès du SPF Finances ?",Confirmer que les fonds bloqués ne sont pas un revenu imposable immédiat.
Quel philosophe utilise le terme « biopolitique » avant la transition vers la psychopolitique ?,Michel Foucault (cité par Byung-Chul Han).
Quel pourcentage d'engagement supplémentaire génère l'ego baiting selon le Manuel de Survie Cognitive ?,Entre $30$ et $50 \%$.
Quelle technique de hacking des IA consiste à infiltrer les corpus d'entraînement pour insérer des backdoors ?,Le Data Poisoning.
"Comment nomme-t-on l'état cognitif où un individu est incapable de déterminer ce qui est vrai, menant à l'apathie ?",L'insécurité épistémique.
Quel est le format de contenu Facebook ayant une portée organique 1000 fois supérieure au texte selon le module V!VE la FLEMME ?,La vidéo de $60$ secondes.
Quelle est la valeur minimale de l'IDH pour être classé dans le groupe « développement humain très élevé » ?,"$0,800$."
Quel terme désigne les externalités qui profitent au pays contributeur lors de la fourniture d'un bien public mondial ?,Les produits conjoints.
Quelle proportion de la population mondiale utilise Internet en 2023 ?,"$5,4$ milliards de personnes."
Quel est le coût estimé de l'abandon des combustibles fossiles au niveau mondial d'ici 2050 ?,$19$ $000$ milliards de dollars.
Quel concept décrit la gestion des interdépendances sociales et écologiques à l'échelle planétaire ?,L'Anthropocène.
Quel dispositif de l'Accord de Nauru a permis de protéger les thonidés dans le Pacifique ?,Le blocage de l'accès aux poches de haute mer entourées par les ZEE.
Terme : Égalitariste (en matière d'équité),Individu qui trouve toutes les inégalités injustes.
Terme : Méritocrate (en matière d'équité),Individu jugeant les inégalités de performance justes mais celles dues à la chance injustes.
Pourquoi le mariage monogame s'est-il répandu selon les évolutionnistes culturels ?,Pour réduire les risques sociaux liés aux hommes de bas statut sans accès au mariage.
Quelle relation existe-t-il entre la taille d'une entreprise et la fraude fiscale en Afrique ?,Les petites entreprises sont plus susceptibles de se livrer à la fraude.
Comment appelle-t-on le fait de soumettre son raisonnement à une personne neutre pour surmonter ses préjugés ?,Le recours au spectateur impartial.
Quelle part des transferts mondiaux de bénéfices vers les paradis fiscaux a été enregistrée en 2022 ?,$1$ $000$ milliards de dollars.
"Quel est l'effet des chocs (guerres, épidémies) sur la socialité des individus ?",Ils renforcent la coopération locale mais diminuent la moralité universaliste.
Quel est l'objectif principal de la campagne Mission Innovation ?,Accélérer l'innovation dans les énergies propres pour transformer les systèmes.
Quelle unité fondamentale du web sémantique est structurée en Sujet-Verbe-Objet ?,Le Triplet Sémantique.
Quelle technique consiste à citer des influenceurs dans un contenu pour les inciter à le partager ?,L'Ego Baiting.
"Dans le modèle ""The Stack"", quelle couche représente l'individu ou le robot ?",La couche Utilisateur.
Quel dividende paradoxal profite aux acteurs malhonnêtes grâce à l'existence des deepfakes ?,Le Dividende du Menteur.
Quel pays a été le premier à autoriser le vaccin Pfizer/BioNTech en décembre 2020 ?,La Suisse.
Quel pourcentage de l'économie mondiale représentait l'investissement dans les énergies propres en 2023 ?,Environ $1$ $800$ milliards de dollars (taille de l'économie de la Corée).
Quelle est la cause principale de la stagnation des cibles des ODD selon le rapport ?,Une mauvaise gestion des interdépendances mondiales.
Quel concept sociologique désigne les interactions horizontales ou verticales pour une action coordonnée ?,L'action collective.
Comment se nomme la base de données sémantique de Google comprenant les relations entre entités ?,Le Knowledge Graph.
Quel est l'avantage de l'optimisation GEO par rapport au SEO classique ?,Être la source unique citée dans la réponse synthétisée par l'IA.
Quel montant net mensuel Jacqueline percevait-elle pour activer le sentiment d'injustice dans le reportage RTL ?,$3$ $000$ €.
Quelle contradiction juridique caractérise le CCPLC en droit belge ?,Il s'auto-désigne comme une AISBL de fait.
"Quel projet visait à piéger pédagogiquement les citoyens sur leur exposition numérique (IP, User-Agent) ?",Le projet miHonyPOT.
Quel est l'effet de l'incertitude sur la formation des groupes ?,Elle pousse les individus à s'identifier à ceux partageant les mêmes convictions.
Comment la discrimination intergroupes a-t-elle évolué entre vaccinés et non-vaccinés lors des études ?,Les vaccinés ont fait preuve d'une plus grande discrimination envers les exogroupes.
"Qu'est-ce que le ""déficit de capacité d'agir"" ?",Une divergence entre ce que les sociétés croient possible et ce qui est objectivement possible.
Quel mécanisme permet d'éviter le parasitisme dans les accords sur le climat ?,Lier les accords climatiques à la coopération commerciale.
Quelle est la part du tonnage mondial couverte par la convention MARPOL ?,$99 \%$.
"Quel est l'objectif des ""unités coup de pouce"" (nudge units) ?",Modifier les comportements par des interventions subtiles basées sur les sciences comportementales.
Pourquoi le redressement de l'IDH est-il jugé incomplet malgré la reprise économique ?,À cause des pertes permanentes en vies humaines et en scolarisation.
Quelle sous-catégorie de biens publics mondiaux inclut les infrastructures numériques ?,Les biens publics numériques.
Quel est le rôle des organisations multilatérales dans la fourniture de biens publics ?,Elles mettent en commun les ressources et réduisent les coûts de transaction.
Pourquoi les États d'origine ont-ils une revendication spéciale sur les espèces anadromes (ex: saumon) ?,Parce qu'ils supportent les coûts de protection des frayères en eau douce.
Quel est l'impact de la détection de la dracunculose chez les chiens sur son éradication ?,Cela rend l'éradication incertaine car les humains ne sont plus les seuls réservoirs.
Comment appelle-t-on le fait qu'une décision politique dépend du contexte culturel local ?,Le calibrage à la psychologie culturelle.
"Dans les négociations climatiques, qu'est-ce qui détermine la crédibilité des engagements d'un pays ?",La qualité de ses institutions nationales.
Quelle part du revenu mondial les $10 \%$ les plus riches détiennent-ils approximativement ?,"Elle varie selon les pays (ex: $19,9 \%$ en Suisse, $22,9 \%$ en Norvège)."
"Quel est le but de la ""détermination créative"" dans le développement humain ?",Rechercher de nouvelles options et agir pour changer les politiques malgré l'incertitude.
