Quel est le but du podcast « À Voix Haute » de la CODE ?,Offrir un espace de parole aux enfants et sensibiliser aux droits de l'enfant.
Qu'est-ce que l'approche universaliste dans le cours de citoyenneté (CPC) ?,Mettre en avant la citoyenneté commune plutôt que les particularités personnelles.
Quel organisme est un partenaire de légitimation pour les projets à Auderghem ?,Le Centre Culturel d'Auderghem (CCA).
Quelle plateforme fédère les praticiens de la participation en France ?,L'Institut de la Concertation et de la Participation Citoyenne (ICPC).
Quel est le rôle du Centre interministériel pour la participation citoyenne (CIPC) en France ?,Conseiller et accompagner les services de l'État dans leurs démarches participatives.
Pourquoi la « dé-hiérarchisation » de la culture est-elle importante pour Marcel Hicter ?,Pour permettre à tous les publics de s'exprimer et de former un sens collectif.
Qu'est-ce que la « critique artiste » mentionnée dans les textes sur l'EP ?,Une déconstruction des codes pour inventer un nouveau rapport à l'existence.
Quel est le danger des avatars de défunts (HereAfter AI) selon certains chercheurs ?,Ils peuvent empêcher les proches de mener normalement leur vie en les ancrant dans le passé.
Quel paradoxe entoure la « particratie » belge ?,Le droit protège la parole du député mais pas sa carrière au sein du parti.
Quel est l'objectif du projet « Résistance Cognitive » de PAC Auderghem ?,Outiller les citoyens pour identifier leurs biais et assurer leur souveraineté cognitive.
Quelle est la définition de l'Intelligence Économique (IE) selon Christian Harbulot ?,La recherche systématique d'informations pour décrypter les intentions des acteurs.
Pourquoi l'information est-elle considérée comme un « bien public mondial » par le PNUD ?,"Parce qu'elle est non-rivale et non-exclusive, comme le théorème de Pythagore."
Quel est l'enjeu du « CV citoyen » pour les chômeurs de longue durée ?,Offrir une alternative au « piège institutionnel » en maintenant les compétences.
Quelle est la particularité du « Cordon Sanitaire Politique » en Belgique ?,Le refus des autres partis de gouverner avec l'extrême droite.
Que signifie le concept de « Do-ocracy » pour un collectif comme le CCPLC ?,Le pouvoir appartient à ceux qui font les choses.
Quel outil est recommandé pour la coordination tactique sécurisée dans le kit 'demogarchie' ?,Signal (messages chiffrés).
Quelle est la philosophie tarifaire du produit NYXO pour les citoyens ?,"Entièrement gratuit, sans compte et sans tracking."
Qu'est-ce que la « vaccination en anneau » mentionnée dans le rapport du PNUD ?,Vacciner tout l'entourage des personnes infectées pour stopper une maladie.
Pourquoi le droit de recours est-il absent pour les arrêts de la cour d'assises en Belgique ?,"En raison de la souveraineté du jury, du coût et de la durée des procès."
Quel est le rôle du médiateur de dettes dans un CPAS ?,Agir sur la charge mentale et le stress des usagers surendettés.
Quel est l'objectif de l'« arpentage politique » ?,Réaliser un débat politique à partir d'une lecture collective.
Comment le CPAS de Manage utilise-t-il le projet « Feel Good » ?,Pour la redynamisation sociale et l'éveil du projet professionnel des jeunes.
Quelle est la fonction d'un « Cocon Sémantique » dans une stratégie web ?,Lier des contenus entre eux pour dominer les résultats de recherche sur un thème.
Qu'est-ce que l'algorithme QDF (Query Deserves Freshness) de Google ?,Un mécanisme qui privilégie les contenus récents lors d'un événement d'actualité.
Quel est le but de l'action « I Love Bees » (2004) ?,Susciter la curiosité par un mystère (rabbit hole) pour engager une communauté.
Que désigne le terme « Low-Tech » ?,"Une technologie utile, accessible, durable et de complexité minimale."
Quel est le principe de la « Transparence Radicale » du CCPLC ?,Toutes les décisions et productions sont publiques et archivées.
Pourquoi la concentration des médias belges est-elle jugée inquiétante ?,Elle menace le pluralisme et l'indépendance nécessaires au contrôle démocratique.
En quoi consiste le « droit à l'adresse de référence » ?,Un dispositif administratif permettant aux sans-abris d'accéder à leurs droits civils.
Quelle est la différence entre l'étalon-or et les taux de change actuels ?,"L'étalon-or liait la monnaie à une réserve fixe, stabilisant les prix de façon rigide."
Quel est l'impact du « maillon le plus faible » pour un bien public mondial comme la lutte contre le terrorisme ?,Le succès dépend des efforts du pays ayant le plus de mal à contrôler ses frontières.
Quelle promesse conclut le projet « Plaidoyer Citoyen » ?,Agir collectivement est la clé de toute stratégie de plaidoyer.
